True,Unnamed: 0,Call ID,person_ID,Referal Source,Attorney,Injury 1,Injury 2,Injury 3,Injury 4,Injury 5,surgery,injury_date,intake,take,person_id,name,sex,date of birth,Person ID Check,Facebook,Google,Other,Referal,Website,Female,Male,Age of Client,Ankle,Arm,Elbow,Eye,Foot/Feet,Hand,Hands,Head,Hip,Neck
112,112,248,212,,Daniel Kafee,Eye,Head,,,,Yes,2015-05-09,2017-04-01,Yes,212,Wanda Balderrama,Female,1937-04-14,0,0,0,0,0,0,1,0,28514 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
113,113,249,213,Google,Rachel Zane,Ankle,Hip,,,,Yes,2013-11-15,2017-04-01,No,213,Roberta Tara,Female,1976-08-20,0,0,1,0,0,0,1,0,13601 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,0
114,114,250,214,Facebook,Perry Mason,Hands,Foot/Feet,Ankle,,,No,2014-03-04,2017-04-02,No,214,Mary Mininger,Female,1999-07-03,0,1,0,0,0,0,1,0,5358 days 00:00:00.000000000,1,0,0,0,1,0,1,0,0,0
115,115,251,215,Facebook,Rachel Zane,Ankle,,,,,Yes,2017-02-16,2017-04-02,Yes,215,Michael Fields,Male,1982-12-23,0,1,0,0,0,0,0,1,12474 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
116,116,252,216,Other,Ally Mcbeal,Arm,,,,,Yes,2015-07-28,2017-04-03,No,216,Michael Patterson,Male,1986-10-31,0,0,0,1,0,0,0,1,10497 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
117,117,253,217,Other,Rachel Zane,Hands,Hand,,,,No,2014-08-11,2017-04-03,No,217,Sally Chiarito,Female,1969-01-20,0,0,0,1,0,0,1,0,16639 days 00:00:00.000000000,0,0,0,0,0,1,1,0,0,0
118,118,254,218,Facebook,Ally Mcbeal,Head,Hip,Neck,Elbow,,Yes,2016-10-19,2017-04-03,Yes,218,David Griffin,Male,1979-09-18,0,1,0,0,0,0,0,1,13546 days 00:00:00.000000000,0,0,1,0,0,0,0,1,1,1
119,119,255,219,Website,,Hand,Head,,,,No,2017-03-18,2017-04-04,No,219,Michael Kinsler,Male,1947-01-29,0,0,0,0,0,1,0,1,25616 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
120,120,256,220,Facebook,Daniel Kafee,Hands,,,,,Yes,2016-05-08,2017-04-05,No,220,Denita Bennett,Female,1965-08-22,0,1,0,0,0,0,1,0,18522 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
121,121,257,221,Facebook,Daniel Kafee,Head,Foot/Feet,Eye,,,No,2014-02-11,2017-04-06,No,221,David Roode,Male,,0,1,0,0,0,0,0,1,,0,0,0,1,1,0,0,1,0,0
122,122,258,222,Website,Atticus Finch,Hands,,,,,Yes,2015-10-14,2017-04-07,Yes,222,Bennie Taylor,Male,2024-03-13,0,0,0,0,0,1,0,1,-3073 days +00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
123,123,259,223,Referal,Ally Mcbeal,Hip,Eye,,,,Yes,2009-08-29,2017-04-07,No,223,Gordon Hughes,Male,2031-08-10,0,0,0,0,1,0,0,1,-8016 days +00:00:00.000000000,0,0,0,1,0,0,0,0,1,0
124,124,260,224,Facebook,Rusty Sabich,Neck,Head,,,,Yes,2016-10-15,2017-04-08,Yes,224,Gloria Davis,Female,2004-03-01,0,1,0,0,0,0,1,0,4611 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
125,125,261,225,Other,Rusty Sabich,Head,Ankle,Hand,,,No,2016-10-16,2017-04-09,Yes,225,Shirley Brown,Female,1983-04-27,0,0,0,1,0,0,1,0,12226 days 00:00:00.000000000,1,0,0,0,0,1,0,1,0,0
126,126,262,226,Facebook,Atticus Finch,Ankle,,,,,Yes,2016-02-28,2017-04-09,No,226,Gracie Hannah,Female,1948-08-07,0,1,0,0,0,0,1,0,24676 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
127,127,263,227,Website,,Head,Arm,,,,No,2017-03-19,2017-04-09,Yes,227,Robert Nunes,Male,1965-03-10,0,0,0,0,0,1,0,1,19002 days 00:00:00.000000000,0,1,0,0,0,0,0,1,0,0
128,128,264,228,Referal,Daniel Kafee,Neck,,,,,Yes,2016-10-22,2017-04-10,Yes,228,Virginia Stevens,Female,2009-02-24,0,0,0,0,1,0,1,0,2797 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
129,129,265,229,,Ally Mcbeal,Head,Eye,Ankle,,,No,2016-09-18,2017-04-10,Yes,229,Casey Angel,Female,1943-05-28,0,0,0,0,0,0,1,0,26777 days 00:00:00.000000000,1,0,0,1,0,0,0,1,0,0
130,130,266,230,,Rusty Sabich,Neck,Hand,,,,Yes,2016-10-23,2017-04-11,Yes,230,Sabrina Metzger,Female,2019-12-21,0,0,0,0,0,0,1,0,-1154 days +00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
131,131,267,231,Website,Ally Mcbeal,Elbow,,,,,Yes,2017-04-02,2017-04-11,Yes,231,Ginny Papik,Female,1960-01-08,0,0,0,0,0,1,1,0,20904 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
132,132,268,232,Referal,Joanee Galloway,Ankle,,,,,No,2013-04-03,2017-04-12,No,232,Homer Bowman,Male,1979-10-03,0,0,0,0,1,0,0,1,12236 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
133,133,269,233,Other,,Head,Neck,,,,Yes,2012-12-03,2017-04-13,No,233,Andrew Childers,Male,1956-03-09,0,0,0,1,0,0,0,1,20723 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
134,134,270,234,Referal,Perry Mason,Eye,Hip,,,,No,2013-06-03,2017-04-13,No,234,Linda Lares,Female,2015-12-26,0,0,0,0,1,0,1,0,-936 days +00:00:00.000000000,0,0,0,1,0,0,0,0,1,0
135,135,271,235,,Joanee Galloway,Eye,Elbow,,,,Yes,2014-12-22,2017-04-14,No,235,Alexander Jones,Male,1995-05-23,0,0,0,0,0,0,0,1,7153 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,0
136,136,272,236,Google,Perry Mason,Hands,,,,,Yes,2014-02-04,2017-04-15,No,236,Yessenia Uhrig,Female,1993-06-28,0,0,1,0,0,0,1,0,7526 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
137,137,273,237,Website,Patty Hewes,Hip,,,,,No,2014-09-18,2017-04-16,No,237,Marilyn Scott,Female,1987-06-09,0,0,0,0,0,1,1,0,9963 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
138,138,274,238,Other,Joanee Galloway,Neck,,,,,Yes,2014-05-23,2017-04-16,No,238,Tanya Wilkins,Female,2012-05-19,0,0,0,1,0,0,1,0,734 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
139,139,275,239,Website,Patty Hewes,Eye,Hands,Head,,,Yes,2016-04-02,2017-04-17,Yes,239,Gary Bloxom,Male,1973-05-07,0,0,0,0,0,1,0,1,15671 days 00:00:00.000000000,0,0,0,1,0,0,1,1,0,0
140,140,276,240,Other,Patty Hewes,Eye,,,,,No,2014-10-07,2017-04-17,No,240,Ernesto Henning,Male,2012-06-29,0,0,0,1,0,0,0,1,830 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
141,141,277,241,Google,Atticus Finch,Hands,Neck,,,,No,2012-08-06,2017-04-17,No,241,Terrence Kruger,Male,1978-01-01,0,0,1,0,0,0,0,1,12636 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
142,142,278,242,Facebook,Rachel Zane,Hip,Eye,,,,Yes,2012-08-14,2017-04-17,No,242,Pablo Hardman,Male,1982-09-02,0,1,0,0,0,0,0,1,10939 days 00:00:00.000000000,0,0,0,1,0,0,0,0,1,0
143,143,279,243,Google,Ally Mcbeal,Elbow,,,,,Yes,2016-03-26,2017-04-18,No,243,Mark Nealy,Male,2008-10-04,0,0,1,0,0,0,0,1,2730 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
144,144,280,244,,Joanee Galloway,Foot/Feet,Head,,,,No,2016-04-11,2017-04-18,Yes,244,Jami Carroll,Female,2001-04-10,0,0,0,0,0,0,1,0,5480 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
145,145,281,245,Other,Joanee Galloway,Neck,,,,,Yes,2015-09-02,2017-04-19,Yes,245,Ian Snyder,Male,1968-01-06,0,0,0,1,0,0,0,1,17406 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
146,146,282,246,,Joanee Galloway,Foot/Feet,,,,,No,2013-10-17,2017-04-19,No,246,Monica Lewis,Female,1995-02-06,0,0,0,0,0,0,1,0,6828 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
147,147,283,247,Website,Perry Mason,Head,Hip,Eye,,,No,2016-07-07,2017-04-19,No,247,Brenda Morgan,Female,1982-12-28,0,0,0,0,0,1,1,0,12245 days 00:00:00.000000000,0,0,0,1,0,0,0,1,1,0
148,148,284,248,,Patty Hewes,Head,,,,,Yes,2013-03-17,2017-04-19,No,248,Angela Enyart,Female,1950-03-14,0,0,0,0,0,0,1,0,23014 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
149,149,285,249,Facebook,Daniel Kafee,Ankle,Hip,,,,No,2015-11-11,2017-04-19,No,249,Frances Anderson,Female,1989-10-09,0,1,0,0,0,0,1,0,9529 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,0
150,150,286,250,Referal,Patty Hewes,Hip,,,,,Yes,2017-03-18,2017-04-20,Yes,250,Nell Smith,Female,1950-03-18,0,0,0,0,1,0,1,0,24472 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
151,151,287,251,Website,Ally Mcbeal,Hands,Head,,,,Yes,2016-08-05,2017-04-21,No,251,David Whitlock,Male,1979-01-18,0,0,0,0,0,1,0,1,13714 days 00:00:00.000000000,0,0,0,0,0,0,1,1,0,0
152,152,288,252,Website,,Head,,,,,Yes,2016-08-01,2017-04-21,No,252,Earlean Weaver,Female,1981-07-03,0,0,0,0,0,1,1,0,12813 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
153,153,289,253,Website,Perry Mason,Neck,,,,,Yes,2014-03-16,2017-04-22,No,253,Roger Mckinney,Male,1960-11-01,0,0,0,0,0,1,0,1,19493 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
154,154,290,254,Google,Perry Mason,Eye,,,,,Yes,2016-01-28,2017-04-22,Yes,254,Hilda Mannino,Female,2013-06-15,0,0,1,0,0,0,1,0,957 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
155,155,291,255,,Rachel Zane,Hip,Head,Eye,,,No,2014-10-16,2017-04-23,No,255,Norman Sunderland,Male,1991-05-29,0,0,0,0,0,0,0,1,8541 days 00:00:00.000000000,0,0,0,1,0,0,0,1,1,0
156,156,292,256,,,Ankle,,,,,Yes,2016-03-11,2017-04-24,Yes,256,Jennifer Mcanally,Female,1981-08-13,0,0,0,0,0,0,1,0,12629 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
157,157,293,257,Facebook,Patty Hewes,Neck,Hand,,,,No,2017-02-02,2017-04-25,No,257,Carl Matz,Male,,0,1,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
158,158,294,258,Facebook,Perry Mason,Head,Eye,,,,No,2014-12-17,2017-04-25,No,258,Sheila Roades,Female,1991-08-30,0,1,0,0,0,0,1,0,8510 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
159,159,295,259,Referal,Daniel Kafee,Head,Elbow,,,,No,2015-02-26,2017-04-25,No,259,Lisa Young,Female,1993-05-15,0,0,0,0,1,0,1,0,7957 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
160,160,296,260,,Patty Hewes,Eye,,,,,No,2015-08-08,2017-04-25,Yes,260,Larry Sturgill,Male,1986-05-11,0,0,0,0,0,0,0,1,10681 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
161,161,297,261,Facebook,Daniel Kafee,Foot/Feet,Elbow,,,,No,2015-05-31,2017-04-26,No,261,Barbara Hallaway,Female,1957-07-09,0,1,0,0,0,0,1,0,21145 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0
162,162,298,262,Referal,Rusty Sabich,Eye,Hand,,,,Yes,2014-09-24,2017-04-27,No,262,Ruth Melero,Female,1980-08-23,0,0,0,0,1,0,1,0,12450 days 00:00:00.000000000,0,0,0,1,0,1,0,0,0,0
163,163,299,263,Other,Joanee Galloway,Hand,Hands,,,,Yes,2015-03-27,2017-04-27,No,263,Anthony Hampton,Male,1988-08-23,0,0,0,1,0,0,0,1,9712 days 00:00:00.000000000,0,0,0,0,0,1,1,0,0,0
164,164,300,264,Google,Daniel Kafee,Hip,Head,,,,Yes,2015-02-07,2017-04-28,No,264,Clair Malone,Male,2017-10-15,0,0,1,0,0,0,0,1,-981 days +00:00:00.000000000,0,0,0,0,0,0,0,1,1,0
165,165,301,265,Referal,Patty Hewes,Elbow,,,,,No,2015-07-22,2017-04-29,Yes,265,John Jentzsch,Male,1998-12-06,0,0,0,0,1,0,0,1,6072 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
166,166,302,266,Facebook,Ally Mcbeal,Head,Hip,Neck,,,Yes,2011-09-18,2017-04-29,No,266,Lee Ashley,Male,2005-09-03,0,1,0,0,0,0,0,1,2206 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,1
167,167,303,267,Google,Joanee Galloway,Hands,,,,,Yes,2015-07-08,2017-04-29,No,267,Mildred Murphy,Female,1992-08-23,0,0,1,0,0,0,1,0,8354 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
168,168,304,268,Referal,Perry Mason,Head,Ankle,Hands,,,Yes,2014-01-26,2017-04-30,No,268,Lonnie Barton,Male,1944-04-05,0,0,0,0,1,0,0,1,25498 days 00:00:00.000000000,1,0,0,0,0,0,1,1,0,0
169,169,305,269,Facebook,Patty Hewes,Hip,,,,,No,2016-09-19,2017-05-01,Yes,269,Jacqueline Berger,Female,2007-08-29,0,1,0,0,0,0,1,0,3309 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
170,170,306,270,Facebook,Ally Mcbeal,Ankle,Hands,Eye,Hand,,Yes,2015-03-26,2017-05-01,No,270,John Barnard,Male,2015-07-31,0,1,0,0,0,0,0,1,-127 days +00:00:00.000000000,1,0,0,1,0,1,1,0,0,0
171,171,307,271,Other,Rusty Sabich,Hip,,,,,Yes,2015-05-29,2017-05-01,No,271,Marc Danker,Male,1991-03-12,0,0,0,1,0,0,0,1,8844 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
172,172,308,272,,Patty Hewes,Hand,Eye,,,,Yes,2016-03-20,2017-05-02,No,272,Joseph Baldwin,Male,1948-01-15,0,0,0,0,0,0,0,1,24902 days 00:00:00.000000000,0,0,0,1,0,1,0,0,0,0
173,173,309,273,Website,Patty Hewes,Head,,,,,Yes,2015-08-26,2017-05-02,Yes,273,Mark Kidd,Male,1977-12-11,0,0,0,0,0,1,0,1,13772 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
174,174,310,274,Referal,Ally Mcbeal,Hands,,,,,No,2014-03-13,2017-05-03,No,274,Clark Tillson,Male,1954-02-24,0,0,0,0,1,0,0,1,21932 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
175,175,311,275,Google,Ally Mcbeal,Foot/Feet,Head,,,,No,2017-04-04,2017-05-04,No,275,James Fields,Male,1992-09-08,0,0,1,0,0,0,0,1,8974 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
176,176,312,276,Facebook,Joanee Galloway,Neck,,,,,No,2014-11-02,2017-05-05,No,276,Daniel Fenner,Male,,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1
177,177,313,277,,Perry Mason,Hand,Neck,,,,Yes,2016-10-28,2017-05-05,Yes,277,Daniel Mercer,Male,2020-10-24,0,0,0,0,0,0,0,1,-1457 days +00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
178,178,314,278,Google,Rusty Sabich,Eye,Elbow,Neck,,,Yes,2017-04-12,2017-05-06,Yes,278,Spencer Layland,Male,1971-07-22,0,0,1,0,0,0,0,1,16701 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,1
179,179,315,279,Website,Patty Hewes,Ankle,,,,,Yes,2016-07-17,2017-05-06,Yes,279,Karla Headrick,Female,1994-08-21,0,0,0,0,0,1,1,0,8001 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
180,180,316,280,Google,Rusty Sabich,Ankle,,,,,Yes,2017-03-07,2017-05-06,Yes,280,Linda Grant,Female,1995-07-14,0,0,1,0,0,0,1,0,7907 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
181,181,317,281,Google,Daniel Kafee,Arm,,,,,Yes,2012-06-23,2017-05-07,No,281,Lorraine Sanders,Female,2033-03-09,0,0,1,0,0,0,1,0,-7564 days +00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
182,182,318,282,Google,Atticus Finch,Hip,Ankle,,,,No,2015-03-25,2017-05-07,No,282,Cedric White,Male,1967-09-14,0,0,1,0,0,0,0,1,17359 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,0
183,183,319,283,Google,Perry Mason,Foot/Feet,Hip,,,,No,2016-05-17,2017-05-07,No,283,Lidia Benson,Female,1965-09-19,0,0,1,0,0,0,1,0,18503 days 00:00:00.000000000,0,0,0,0,1,0,0,0,1,0
184,184,320,284,,Patty Hewes,Arm,Neck,Head,,,Yes,2014-09-25,2017-05-08,No,284,Patricia Carden,Female,2004-11-25,0,0,0,0,0,0,1,0,3591 days 00:00:00.000000000,0,1,0,0,0,0,0,1,0,1
185,185,321,285,Google,Atticus Finch,Neck,,,,,Yes,2016-10-06,2017-05-08,Yes,285,David Robertson,Male,1959-06-19,0,0,1,0,0,0,0,1,20929 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
186,186,322,286,Website,Rusty Sabich,Head,Hand,,,,Yes,2016-12-10,2017-05-09,No,286,William Manns,Male,1956-10-16,0,0,0,0,0,1,0,1,21970 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
187,187,323,287,Facebook,,Hand,Elbow,Arm,,,No,2014-04-09,2017-05-10,No,287,Melissa Colanero,Female,1988-02-06,0,1,0,0,0,0,1,0,9559 days 00:00:00.000000000,0,1,1,0,0,1,0,0,0,0
188,188,324,288,Facebook,Daniel Kafee,Foot/Feet,Hip,Eye,,,No,2017-01-27,2017-05-11,No,288,Harold Demarco,Male,1978-01-15,0,1,0,0,0,0,0,1,14257 days 00:00:00.000000000,0,0,0,1,1,0,0,0,1,0
189,189,325,289,Website,Rachel Zane,Eye,Neck,,,,Yes,2015-11-08,2017-05-11,Yes,289,Randall Morris,Male,1991-04-28,0,0,0,0,0,1,0,1,8960 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
190,190,326,290,Referal,Rachel Zane,Arm,Eye,,,,No,2012-01-24,2017-05-12,No,290,Sarah Aucoin,Female,1981-05-20,0,0,0,0,1,0,1,0,11206 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
191,191,327,291,Referal,Joanee Galloway,Hip,Head,,,,No,2013-04-24,2017-05-12,No,291,Kelvin Poche,Male,1988-05-11,0,0,0,0,1,0,0,1,9114 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,0
192,192,328,292,Google,Perry Mason,Neck,,,,,No,2016-01-01,2017-05-12,No,292,Peter Horne,Male,1959-09-07,0,0,1,0,0,0,0,1,20570 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
193,193,329,293,Website,Atticus Finch,Head,Foot/Feet,,,,No,2014-06-03,2017-05-13,No,293,Jose Gage,Male,1993-01-29,0,0,0,0,0,1,0,1,7795 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
194,194,330,294,,Rusty Sabich,Eye,Foot/Feet,Arm,,,Yes,2016-02-25,2017-05-14,Yes,294,Danny Cortez,Male,2037-11-10,0,0,0,0,0,0,0,1,-7929 days +00:00:00.000000000,0,1,0,1,1,0,0,0,0,0
195,195,331,295,,Atticus Finch,Hand,,,,,No,2016-12-12,2017-05-14,No,295,Jennifer Richardson,Female,1993-04-10,0,0,0,0,0,0,1,0,8647 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
196,196,332,296,,Rusty Sabich,Eye,,,,,Yes,2012-07-04,2017-05-14,No,296,Dominick Johnson,Male,1975-05-14,0,0,0,0,0,0,0,1,13566 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
197,197,333,297,Website,Rachel Zane,Neck,Ankle,,,,Yes,2014-06-12,2017-05-15,No,297,Ronald Elliott,Male,1992-01-14,0,0,0,0,0,1,0,1,8185 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,1
198,198,334,298,,Joanee Galloway,Eye,Head,Neck,,,Yes,2016-09-30,2017-05-16,Yes,298,Velma Hamilton,Female,1978-11-23,0,0,0,0,0,0,1,0,13826 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,1
199,199,335,299,Facebook,Ally Mcbeal,Hands,Neck,,,,Yes,2015-01-20,2017-05-17,No,299,Marlene Morger,Female,1994-05-22,0,1,0,0,0,0,1,0,7548 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
200,200,336,300,,Daniel Kafee,Hands,Foot/Feet,Hand,,,Yes,2016-04-28,2017-05-18,No,300,Scott Brown,Male,1985-04-04,0,0,0,0,0,0,0,1,11347 days 00:00:00.000000000,0,0,0,0,1,1,1,0,0,0
201,201,337,301,Google,Patty Hewes,Neck,Foot/Feet,,,,Yes,2016-10-11,2017-05-19,Yes,301,Cindy Johnson,Female,1985-08-22,0,0,1,0,0,0,1,0,11373 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,1
202,202,338,302,Google,Patty Hewes,Hip,,,,,Yes,2016-12-15,2017-05-19,No,302,Michael Martinez,Male,1963-06-16,0,0,1,0,0,0,0,1,19541 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
203,203,339,303,Referal,,Head,,,,,No,2015-10-22,2017-05-20,Yes,303,Earle Hardy,Male,2001-06-22,0,0,0,0,1,0,0,1,5235 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
204,204,340,304,,,Neck,Elbow,,,,Yes,2016-08-25,2017-05-21,Yes,304,Tommy Harris,Male,1965-09-25,0,0,0,0,0,0,0,1,18597 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1
205,205,341,305,Website,Atticus Finch,Elbow,Eye,,,,No,2015-08-03,2017-05-22,No,305,Edmond Ayres,Male,1977-05-05,0,0,0,0,0,1,0,1,13969 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,0
206,206,342,306,Facebook,Rusty Sabich,Eye,,,,,No,2015-12-16,2017-05-23,Yes,306,Jose Alvarez,Male,2013-12-21,0,1,0,0,0,0,0,1,725 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
207,207,343,307,Google,Daniel Kafee,Head,,,,,Yes,2017-03-29,2017-05-24,No,307,Charles Rendon,Male,1980-01-19,0,0,1,0,0,0,0,1,13584 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
208,208,344,308,Other,Rachel Zane,Eye,Head,,,,No,2016-05-26,2017-05-25,Yes,308,Lisa Humphrey,Female,1955-02-12,0,0,0,1,0,0,1,0,22384 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
209,209,345,309,Website,Atticus Finch,Neck,,,,,No,2015-12-26,2017-05-26,Yes,309,Raymond Patel,Male,2011-07-22,0,0,0,0,0,1,0,1,1618 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
210,210,346,310,Facebook,Joanee Galloway,Hand,Head,,,,Yes,2014-05-27,2017-05-27,No,310,Regina Bartley,Female,1990-12-29,0,1,0,0,0,0,1,0,8550 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
211,211,347,311,Referal,Atticus Finch,Arm,,,,,No,2016-11-06,2017-05-28,Yes,311,Harold Gamble,Male,1984-05-04,0,0,0,0,1,0,0,1,11874 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
212,212,348,312,Google,,Eye,Neck,,,,Yes,2014-01-16,2017-05-28,No,312,Joseph Sharp,Male,1997-11-29,0,0,1,0,0,0,0,1,5892 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
213,213,349,313,Referal,Daniel Kafee,Head,Eye,Hands,Hand,,No,2016-04-06,2017-05-28,Yes,313,Elizabeth Jacobsen,Female,1960-10-24,0,0,0,0,1,0,1,0,20253 days 00:00:00.000000000,0,0,0,1,0,1,1,1,0,0
214,214,350,314,Website,Atticus Finch,Ankle,,,,,No,2015-01-17,2017-05-29,No,314,Allison Bailly,Female,1983-07-25,0,0,0,0,0,1,1,0,11499 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
215,215,351,315,Google,,Head,Hands,,,,No,2016-01-14,2017-05-30,Yes,315,Bobby Tibbs,Male,1977-01-07,0,0,1,0,0,0,0,1,14251 days 00:00:00.000000000,0,0,0,0,0,0,1,1,0,0
216,216,352,316,,Perry Mason,Hands,,,,,No,2015-04-05,2017-05-31,No,316,Walker Ritchie,Male,1968-01-05,0,0,0,0,0,0,0,1,17257 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
217,217,353,317,Facebook,Patty Hewes,Eye,,,,,Yes,2016-09-14,2017-05-31,No,317,Mason Fernandez,Male,1969-03-14,0,1,0,0,0,0,0,1,17351 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
218,218,354,318,Other,Ally Mcbeal,Foot/Feet,,,,,No,2017-01-29,2017-06-01,No,318,Joshua Williams,Male,1990-08-17,0,0,0,1,0,0,0,1,9662 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
219,219,355,319,Other,Daniel Kafee,Ankle,Hand,,,,Yes,2013-01-02,2017-06-02,No,319,Marlene Phillips,Female,2005-01-26,0,0,0,1,0,0,1,0,2898 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0
220,220,356,320,Other,Joanee Galloway,Arm,,,,,No,2014-01-25,2017-06-03,No,320,Woodrow Barton,Male,1973-12-22,0,0,0,1,0,0,0,1,14644 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
221,221,357,321,,Daniel Kafee,Neck,Eye,,,,Yes,2015-12-30,2017-06-04,Yes,321,Kenneth Buchanan,Male,1974-02-15,0,0,0,0,0,0,0,1,15293 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
222,222,358,322,Facebook,Rachel Zane,Neck,Elbow,,,,Yes,2016-07-18,2017-06-04,Yes,322,Michelle Lopez,Female,1984-09-23,0,1,0,0,0,0,1,0,11621 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1
223,223,359,323,Facebook,,Hip,Hands,,,,Yes,2015-08-14,2017-06-04,Yes,323,Terry Kellems,Male,1967-04-02,0,1,0,0,0,0,0,1,17666 days 00:00:00.000000000,0,0,0,0,0,0,1,0,1,0
224,224,360,324,Google,Joanee Galloway,Ankle,Head,Eye,,,Yes,2014-07-30,2017-06-04,No,324,Richard Burns,Male,1988-06-16,0,0,1,0,0,0,0,1,9540 days 00:00:00.000000000,1,0,0,1,0,0,0,1,0,0
225,225,361,325,Referal,Joanee Galloway,Head,Neck,,,,Yes,2017-05-25,2017-06-04,Yes,325,Michelle Antczak,Female,1962-08-07,0,0,0,0,1,0,1,0,20015 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
